id,split,caption
train_09935,train,"The image presents a table divided into two sections: ""Items Leon wants"" and ""Items Martha wants."" Under ""Items Leon wants,"" there are four items listed: a sandwich, oranges, broccoli, and water. Under ""Items Martha wants,"" there are also four items listed: a hot dog, tomatoes, almonds, and water. The table uses bullet points to list each item. The background of the table is white, with the column headers in pink."
train_10018,train,"The image presents two lists titled ""Items Jonathan wants"" and ""Items Paula wants."" Under ""Items Jonathan wants,"" there are four items listed: a sandwich, oranges, broccoli, and water. Under ""Items Paula wants,"" there are also four items listed: a hot dog, tomatoes, almonds, and water. The text is presented in a simple list format with bullet points for each item. There are no additional visual elements or colors used in the image."
train_04398,train,"The image presents a table divided into two sections: ""Items Chloe wants"" and ""Items Justin wants."" Under ""Items Chloe wants,"" there are four items listed: a sandwich, oranges, broccoli, and water. Under ""Items Justin wants,"" there are also four items listed: a hot dog, tomatoes, almonds, and water. The table uses bullet points to list each item. The background of the table is white, and the text is black with blue bullet points. There are no charts, diagrams, or additional elements present in the image."
train_05315,train,"The image shows two lists titled ""Items Seth wants"" and ""Items Mary wants."" Under ""Items Seth wants,"" there are four items listed: a sandwich, oranges, broccoli, and water. Under ""Items Mary wants,"" there are also four items listed: a hot dog, tomatoes, almonds, and water. The text is presented in a simple list format with bullet points for each item. There are no additional visual elements or colors used in the image."
train_11415,train,"The image presents a table divided into two sections: ""Items Lara wants"" and ""Items Brendan wants."" Under ""Items Lara wants,"" there are four items listed: a sandwich, oranges, broccoli, and water. Under ""Items Brendan wants,"" there are also four items listed: a hot dog, tomatoes, almonds, and water. The table uses bullet points to list each item. The background of the table is white, and the text is black. There are no additional visual elements or colors used in the image."
train_07568,train,"The image presents a table divided into two sections: ""Items Ken wants"" and ""Items Candice wants."" Under ""Items Ken wants,"" there are four items listed: a sandwich, oranges, broccoli, and water. Under ""Items Candice wants,"" there are also four items listed: a hot dog, tomatoes, almonds, and water. The table uses bullet points to list each item. The background of the table is white, with the column headers in orange."
train_06580,train,"The image presents a table divided into two sections: ""Items Nora wants"" and ""Items Jenna wants."" Under ""Items Nora wants,"" there are four items listed: a sandwich, oranges, broccoli, and water. Under ""Items Jenna wants,"" there are also four items listed: a hot dog, tomatoes, almonds, and water. The table uses bullet points to list each item. There are no additional labels, titles, or annotations beyond these descriptions. The visual structure is a simple table format with two columns and four rows, each row corresponding to an item listed under either Nora's or Jenna's preferences."
train_01987,train,"The image presents a table divided into two sections labeled ""Items Malik wants"" and ""Items Annie wants."" Under ""Items Malik wants,"" there are four items listed: a sandwich, oranges, broccoli, and water. Under ""Items Annie wants,"" there are also four items listed: a hot dog, tomatoes, almonds, and water. The table uses bullet points to list each item. The background of the table is white, with the labels and item lists in blue text. There are no charts, diagrams, or additional visual elements present in the image."
train_11676,train,"The image presents a table divided into two sections labeled ""Items Alvin wants"" and ""Items Mason wants."" Under ""Items Alvin wants,"" there are four items listed: a sandwich, oranges, broccoli, and water. Under ""Items Mason wants,"" there are also four items listed: a hot dog, tomatoes, almonds, and water. The table uses bullet points to list each item. The background of the table is white, with the column headers in orange."
train_05738,train,"The image presents a table divided into two sections labeled ""Items Troy wants"" and ""Items Johnny wants."" Under ""Items Troy wants,"" the list includes a sandwich, oranges, broccoli, and water. Under ""Items Johnny wants,"" the list includes a hot dog, tomatoes, almonds, and water. The table uses bullet points to list each item. There are no additional visual elements or colors used in the image."
train_12587,train,"The image presents a table divided into two columns labeled ""Items Brennan wants"" and ""Items Ed wants."" Under ""Items Brennan wants,"" there are four items listed: a sandwich, oranges, broccoli, and water. Under ""Items Ed wants,"" there are also four items listed: a hot dog, tomatoes, almonds, and water. The table uses bullet points to list each item. There are no additional labels, titles, or annotations beyond these descriptions."
train_11558,train,"The image presents a table divided into two sections labeled ""Items Lacey wants"" and ""Items Felix wants."" Under ""Items Lacey wants,"" there are four items listed: a sandwich, oranges, broccoli, and water. Under ""Items Felix wants,"" there are also four items listed: a hot dog, tomatoes, almonds, and water. The table uses bullet points to list each item. The background of the table is white with a pink header row."
train_09373,train,"The image presents a table divided into two sections labeled ""Items Caleb wants"" and ""Items Aiden wants."" Under ""Items Caleb wants,"" there are four items listed: a sandwich, oranges, broccoli, and water. Under ""Items Aiden wants,"" there are also four items listed: a hot dog, tomatoes, almonds, and water. The table uses blue bullet points to list each item. There are no additional labels, titles, or annotations beyond these descriptions. The visual structure is a simple table format with two columns and four rows, each row containing a single item listed under either Caleb's or Aiden's preferences."
train_05174,train,"The image presents a table divided into two sections labeled ""Items Sean wants"" and ""Items Jason wants."" Under ""Items Sean wants,"" there are four items listed: a sandwich, oranges, broccoli, and water. Under ""Items Jason wants,"" there are also four items listed: a hot dog, tomatoes, almonds, and water. The table uses bullet points to list each item. The background of the table is white, with the column headers in a pinkish-purple color."
train_11670,train,"The image presents a table divided into two sections labeled ""Items Turner wants"" and ""Items Dylan wants."" Under ""Items Turner wants,"" the list includes a sandwich, oranges, broccoli, and water. Under ""Items Dylan wants,"" the list includes a hot dog, tomatoes, almonds, and water. The table uses bullet points to list each item. The background of the table is white, with the labels and headings in black text. The section titles are highlighted in pink."
train_09338,train,"The image presents a table divided into two sections labeled ""Items Sean wants"" and ""Items Logan wants."" Under ""Items Sean wants,"" there are four items listed: a sandwich, oranges, broccoli, and water. Under ""Items Logan wants,"" there are also four items listed: a hot dog, tomatoes, almonds, and water. The table uses bullet points to list each item. The background of the table is white, and the labels are in black text. The table has a green header row."
train_03168,train,"The image presents a table divided into two sections labeled ""Items Ethan wants"" and ""Items Grace wants."" Under ""Items Ethan wants,"" there are four items listed: a sandwich, oranges, broccoli, and water. Under ""Items Grace wants,"" there are also four items listed: a hot dog, tomatoes, almonds, and water. The table uses bullet points to list each item. The background of the table is white, with the column headers in orange."
train_01210,train,"The image presents a table divided into two sections labeled ""Items Jaden wants"" and ""Items Nicole wants."" Under ""Items Jaden wants,"" there are four items listed: a sandwich, oranges, broccoli, and water. Under ""Items Nicole wants,"" there are also four items listed: a hot dog, tomatoes, almonds, and water. The table uses bullet points to list each item. The background of the table is white, with the column headers in black text on a yellow background."
train_00229,train,"The image presents a table divided into two columns labeled ""Items Percy wants"" and ""Items Cole wants."" Under ""Items Percy wants,"" there are four items listed: a sandwich, oranges, broccoli, and water. Under ""Items Cole wants,"" there are also four items listed: a hot dog, tomatoes, almonds, and water. The table uses bullet points to list each item. There are no additional labels, titles, or annotations beyond these descriptions. The visual structure is a simple table format with two columns and four rows of information."
train_11996,train,"The image shows two lists titled ""Items Garrett wants"" and ""Items Trent wants."" Under ""Items Garrett wants,"" there are four items listed: a sandwich, oranges, broccoli, and water. Under ""Items Trent wants,"" there are also four items listed: a hot dog, tomatoes, almonds, and water. The background of the image is white, and the text is in blue. There are no charts, diagrams, or additional elements present in the image."
train_01004,train,"The image presents a table divided into two sections: ""Items Carrie wants"" and ""Items Matt wants."" Under ""Items Carrie wants,"" there are four items listed: a sandwich, oranges, broccoli, and water. Under ""Items Matt wants,"" there are also four items listed: a hot dog, tomatoes, almonds, and water. The table uses bullet points to list each item. The background of the table is white, with the column headers in a pinkish-purple color."
train_10855,train,"The image shows two lists titled ""Items Jon wants"" and ""Items Dakota wants."" Under ""Items Jon wants,"" there are four items listed: a sandwich, oranges, broccoli, and water. Under ""Items Dakota wants,"" there are also four items listed: a hot dog, tomatoes, almonds, and water. The text is presented in a simple list format with bullet points for each item. There are no additional visual elements or colors used in the image."
train_02742,train,"The image presents a table divided into two sections labeled ""Items Lacey wants"" and ""Items Rose wants."" Under ""Items Lacey wants,"" there are four items listed: a sandwich, oranges, broccoli, and water. Under ""Items Rose wants,"" there are also four items listed: a hot dog, tomatoes, almonds, and water. The table uses bullet points to list each item. The background of the table is white, with the column headers in orange."
train_00253,train,"The image presents a table divided into two sections labeled ""Items Kayla wants"" and ""Items Janet wants."" Under ""Items Kayla wants,"" the list includes a sandwich, oranges, broccoli, and water. Under ""Items Janet wants,"" the list includes a hot dog, tomatoes, almonds, and water. The table uses bullet points to list each item. There are no additional labels, titles, or annotations beyond these descriptions. The visual structure is a simple table format with two columns and four rows, using a green header for the column titles."
train_06316,train,"The image shows two lists titled ""Items Haley wants"" and ""Items Irma wants."" Under ""Items Haley wants,"" there are four items listed: a sandwich, oranges, broccoli, and water. Under ""Items Irma wants,"" there are also four items listed: a hot dog, tomatoes, almonds, and water. The text is presented in a simple list format with bullet points for each item. There are no charts, diagrams, or additional visual elements present in the image."
train_07869,train,"The image presents a table divided into two sections labeled ""Items Elise wants"" and ""Items Terrell wants."" Under ""Items Elise wants,"" the list includes a sandwich, oranges, broccoli, and water. Under ""Items Terrell wants,"" the list includes a hot dog, tomatoes, almonds, and water. The table uses blue bullet points for each item listed under both categories."
train_10420,train,"The image presents two lists titled ""Items Marcy wants"" and ""Items Jayla wants."" Under ""Items Marcy wants,"" the list includes a sandwich, oranges, broccoli, and water. Under ""Items Jayla wants,"" the list includes a hot dog, tomatoes, almonds, and water. The items are listed with bullet points next to each title. There are no charts, diagrams, or additional elements present in the image."
train_01284,train,"The image depicts a molecular structure of methane (CH₄). The central atom is carbon (C), represented by a dark gray sphere. Four hydrogen atoms (H) are bonded to the carbon atom, each shown as a lighter gray sphere attached by black lines indicating covalent bonds."
train_10822,train,"The image shows two lists titled ""Items Sandra wants"" and ""Items Zoe wants."" Under ""Items Sandra wants,"" there are four items listed: a sandwich, oranges, broccoli, and water. Under ""Items Zoe wants,"" there are also four items listed: a hot dog, tomatoes, almonds, and water. The background of the image is white, and the text is in blue. There are no charts, diagrams, or additional elements present in the image."
train_10812,train,"The image presents a table divided into two sections: ""Items Mia wants"" and ""Items Edward wants."" Under ""Items Mia wants,"" there are four items listed: a sandwich, oranges, broccoli, and water. Under ""Items Edward wants,"" there are also four items listed: a hot dog, tomatoes, almonds, and water. The table uses bullet points to list each item. The background of the table is white, with the column headers in a yellow box."
train_05196,train,"The image presents two lists titled ""Items Sarah wants"" and ""Items Carla wants."" Under ""Items Sarah wants,"" the list includes a sandwich, oranges, broccoli, and water. Under ""Items Carla wants,"" the list includes a hot dog, tomatoes, almonds, and water. The items are listed with bullet points next to each title. There are no charts, diagrams, or additional elements present in the image."
train_12427,train,"The image presents a table divided into two sections labeled ""Items Patty wants"" and ""Items Tisha wants."" Under ""Items Patty wants,"" there are four items listed: a sandwich, oranges, broccoli, and water. Under ""Items Tisha wants,"" there are also four items listed: a hot dog, tomatoes, almonds, and water. The table uses blue bullet points to list each item. The background of the table is white, and the labels are in black text."
train_00271,train,"The image shows two lists titled ""Items Abdul wants"" and ""Items Elise wants."" Under ""Items Abdul wants,"" there are four items listed: a sandwich, oranges, broccoli, and water. Under ""Items Elise wants,"" there are also four items listed: a hot dog, tomatoes, almonds, and water. The background of the image is white, and the text is in blue. There are no charts, diagrams, or additional elements present in the image."
train_10745,train,"The image shows two lists titled ""Items Kevin wants"" and ""Items Emily wants."" Under ""Items Kevin wants,"" there are four items listed: a sandwich, oranges, broccoli, and water. Under ""Items Emily wants,"" there are also four items listed: a hot dog, tomatoes, almonds, and water. The background of the image is white, and the text is in blue. There are no charts, diagrams, or additional elements present in the image."
train_12295,train,"The image presents a table divided into two sections: ""Items Layla wants"" and ""Items Emmy wants."" Under ""Items Layla wants,"" the listed items are a sandwich, oranges, broccoli, and water. Under ""Items Emmy wants,"" the listed items are a hot dog, tomatoes, almonds, and water. The table uses bullet points to list each item. There are no additional visual elements or colors used in the image."
train_05349,train,"The image presents a table divided into two sections labeled ""Items Larry wants"" and ""Items Emily wants."" Under ""Items Larry wants,"" there are four items listed: a sandwich, oranges, broccoli, and water. Under ""Items Emily wants,"" there are also four items listed: a hot dog, tomatoes, almonds, and water. The table uses bullet points to list each item. The background of the table is white, with the column headers in a pinkish-purple color."
train_07901,train,"The image presents two lists titled ""Items Nick wants"" and ""Items Gwen wants."" Under ""Items Nick wants,"" the list includes a sandwich, oranges, broccoli, and water. Under ""Items Gwen wants,"" the list includes a hot dog, tomatoes, almonds, and water. The items are listed with bullet points next to each title. There are no charts, diagrams, or additional elements present in the image."
train_10882,train,"The image presents a table divided into two sections labeled ""Items Erin wants"" and ""Items Vivian wants."" Under ""Items Erin wants,"" there are four items listed: a sandwich, oranges, broccoli, and water. Under ""Items Vivian wants,"" there are also four items listed: a hot dog, tomatoes, almonds, and water. The table uses bullet points to list each item. There are no additional labels, titles, or annotations beyond these descriptions."
train_07400,train,"The image presents a table divided into two sections labeled ""Items Erin wants"" and ""Items Harper wants."" Under ""Items Erin wants,"" there are four items listed: a sandwich, oranges, broccoli, and water. Under ""Items Harper wants,"" there are also four items listed: a hot dog, tomatoes, almonds, and water. The table uses bullet points to list each item. The background of the table is white, and the text is black. There are no additional visual elements or colors used in the image."
train_10197,train,"The image presents a table divided into two sections: ""Items Mary wants"" and ""Items Lisa wants."" Under ""Items Mary wants,"" there are four items listed: a sandwich, oranges, broccoli, and water. Under ""Items Lisa wants,"" there are also four items listed: a hot dog, tomatoes, almonds, and water. The table uses bullet points to list each item. The background of the table is white, and the text is black. There are no charts, diagrams, or additional elements present in the image."
train_05693,train,"The image presents a table divided into two columns labeled ""Items Peter wants"" and ""Items Bill wants."" Under ""Items Peter wants,"" there are four items listed: a sandwich, oranges, broccoli, and water. Under ""Items Bill wants,"" there are also four items listed: a hot dog, tomatoes, almonds, and water. The table uses blue bullet points to list each item. There are no additional labels, titles, or annotations beyond these descriptions."
train_03974,train,"The image presents a table divided into two sections labeled ""Items Josie wants"" and ""Items Eve wants."" Under ""Items Josie wants,"" there are four items listed: a sandwich, oranges, broccoli, and water. Under ""Items Eve wants,"" there are also four items listed: a hot dog, tomatoes, almonds, and water. The table uses bullet points to list each item. The background of the table is white, with the column headers in orange."
train_12153,train,"The image presents a table divided into two sections labeled ""Items Cora wants"" and ""Items Leon wants."" Under ""Items Cora wants,"" the list includes a sandwich, oranges, broccoli, and water. Under ""Items Leon wants,"" the list includes a hot dog, tomatoes, almonds, and water. The table uses bullet points to list each item. There are no additional visual elements or colors used in the image."
train_12480,train,"The image presents a table divided into two sections labeled ""Items Lexi wants"" and ""Items Cindy wants."" Under ""Items Lexi wants,"" there are four items listed: a sandwich, oranges, broccoli, and water. Under ""Items Cindy wants,"" there are also four items listed: a hot dog, tomatoes, almonds, and water. The table uses bullet points to list each item. The background of the table is white, and the text is black, with a blue header at the top. There are no charts, diagrams, or additional visual elements present in the image."
train_09713,train,"The image presents a table divided into two sections labeled ""Items Ryan wants"" and ""Items Eric wants."" Under ""Items Ryan wants,"" there are four items listed: a sandwich, oranges, broccoli, and water. Under ""Items Eric wants,"" there are also four items listed: a hot dog, tomatoes, almonds, and water. The table uses bullet points to list each item. The background of the table is white, with the column headers in orange."
train_10760,train,"The image presents two lists titled ""Items Paula wants"" and ""Items Emir wants."" Under ""Items Paula wants,"" there are four items listed: a sandwich, oranges, broccoli, and water. Under ""Items Emir wants,"" there are also four items listed: a hot dog, tomatoes, almonds, and water. The text is presented in a simple list format with bullet points for each item. There are no additional visual elements or colors used in the image."
train_03537,train,"The image presents a table divided into two sections labeled ""Items Lara wants"" and ""Items Elena wants."" Under ""Items Lara wants,"" there are four items listed: a sandwich, oranges, broccoli, and water. Under ""Items Elena wants,"" there are also four items listed: a hot dog, tomatoes, almonds, and water. The table uses a blue background with white text for clarity."
train_06191,train,"The image presents a table divided into two sections labeled ""Items Jen wants"" and ""Items Nate wants."" Under ""Items Jen wants,"" the list includes a sandwich, oranges, broccoli, and water. Under ""Items Nate wants,"" the list includes a hot dog, tomatoes, almonds, and water. The table uses blue background for the header row and white background for the content rows. There are no additional visual elements or annotations beyond the text provided."
train_03223,train,"The image presents two lists titled ""Items Bill wants"" and ""Items Nora wants."" Under ""Items Bill wants,"" there are four items listed: a sandwich, oranges, broccoli, and water. Under ""Items Nora wants,"" there are also four items listed: a hot dog, tomatoes, almonds, and water. The text is presented in a simple list format with bullet points for each item. There are no additional visual elements or colors used in the image."
train_00177,train,"The image shows a beaver in a snowy environment. The beaver is depicted with its mouth open, appearing to be vocalizing or calling out. The background includes snow-covered ground and some trees, indicating a winter setting. There are no visible texts or labels within the image itself. The visual structure consists of a single beaver in a naturalistic setting, with no additional elements or annotations present."
train_12703,train,"The image shows two lists titled ""Items Liz wants"" and ""Items Pedro wants."" Under ""Items Liz wants,"" there are four items listed: a sandwich, oranges, broccoli, and water. Under ""Items Pedro wants,"" there are four items listed: a hot dog, tomatoes, almonds, and water. The text is presented in a simple list format with bullet points for each item. There are no charts, diagrams, or additional visual elements present in the image."
train_10940,train,"The image shows two pairs of magnets labeled ""Pair 1"" and ""Pair 2."" Each pair consists of two rectangular magnets, one labeled ""N"" (North) and the other labeled ""S"" (South). The magnets are arranged side by side with their poles facing each other. There is a distance of 4 cm between the pairs. The background is white, and the magnets are colored purple and green."
train_03056,train,"The image shows a beaver standing on a rocky surface with water in the background. The beaver has wet fur and appears to be in a natural habitat. There are no visible texts or labels within the image itself. The visual structure includes the beaver as the main subject, rocks in the foreground, and water in the background."
train_11046,train,"The image shows two pairs of magnets labeled ""Pair 1"" and ""Pair 2."" Each pair consists of two magnets, one labeled ""N"" (North) and the other labeled ""S"" (South). The magnets are arranged in two different configurations:

- In Pair 1, the North pole of the first magnet faces the South pole of the second magnet.
- In Pair 2, the North pole of the first magnet faces the North pole of the second magnet.

Both pairs have a distance of 2 inches between the magnets. The colors used for the magnets are pink for the North poles and blue for the South poles."
train_07744,train,"The image shows two pairs of magnets labeled ""Pair 1"" and ""Pair 2."" Each pair consists of two magnets, one orange (labeled N for North) and one blue (labeled S for South). The distance between the magnets in each pair is indicated as 2 inches. The orientation of the magnets within each pair differs, with Pair 1 having the orange magnet facing left and the blue magnet facing right, while Pair 2 has the blue magnet facing left and the orange magnet facing right."
train_07028,train,"The image shows two pairs of magnets labeled ""Pair 1"" and ""Pair 2."" Each pair consists of two magnets, one labeled ""N"" (North) and the other labeled ""S"" (South). The magnets are arranged in two different configurations within each pair:

- **Pair 1**: The N magnet is on the left, and the S magnet is on the right.
- **Pair 2**: The N magnet is on the right, and the S magnet is on the left.

Both pairs have a distance of 50 mm between them, indicated by a horizontal line with an arrow pointing to the right. The background of the image is white, and the magnets are colored blue for the N magnets and pink for the S magnets."
train_11431,train,"The image shows two pairs of magnets labeled ""Pair 1"" and ""Pair 2."" Each pair consists of two magnets, one labeled ""N"" (North) and the other labeled ""S"" (South). The magnets are arranged in two different configurations within each pair:

- **Pair 1**: The N magnet is on the left, and the S magnet is on the right.
- **Pair 2**: The S magnet is on the left, and the N magnet is on the right.

Both pairs have a distance of 5 cm between the magnets. The magnets are colored blue for the North poles and green for the South poles."
train_05046,train,"The image shows a bird perched on a rock. The bird has a distinctive appearance with a blue-gray body, white wing tips, and a prominent crest on its head. Its legs are pinkish-red, and it has a small beak. The background consists of green foliage, suggesting a natural habitat. There are no visible texts or labels within the image itself."
train_08226,train,"The image shows two pairs of circular magnets labeled ""Pair 1"" and ""Pair 2."" Each pair consists of two identical circles divided into two halves by a vertical line. The left half of each circle is colored orange and labeled with ""N,"" indicating the north pole. The right half of each circle is colored blue and labeled with ""S,"" indicating the south pole. Between the two circles in each pair, there is a horizontal line labeled ""28 mm,"" indicating the distance between the centers of the two circles."
train_12544,train,"The image shows a close-up view of a wall constructed with rectangular bricks. The bricks are arranged in a staggered pattern, creating a textured surface. The bricks appear to be made of a material that has a reddish-brown patina, suggesting they might be aged or weathered. The background consists of a white brick wall, which contrasts with the darker bricks in the foreground. There are no visible texts, labels, or annotations within the image itself."
train_10048,train,"The image shows two pairs of circular magnets labeled ""Pair 1"" and ""Pair 2."" Each pair consists of two circles, one green and one blue, representing the north (N) and south (S) poles of the magnets, respectively. The green circle represents the north pole, and the blue circle represents the south pole. The distance between the centers of the circles in each pair is marked as 5 mm."
train_02149,train,"The image depicts a food web in a tundra ecosystem. The labels include:

- parasitic jaeger
- rough-legged hawk
- grizzly bear
- snowy owl
- short-tailed weasel
- Arctic fox
- barren-ground caribou
- earthworm
- brown lemming
- bilberry
- bear sedge
- lichen
- mushroom

Arrows indicate the direction of energy flow between different organisms. For example, arrows point from the brown lemming to the short-tailed weasel, indicating that the short-tailed weasel preys on the brown lemming. Similarly, arrows point from the barren-ground caribou to the grizzly bear, indicating that the grizzly bear preys on the barren-ground caribou. The diagram includes various animals, plants, and fungi, showing their interconnected relationships within the ecosystem."
train_11075,train,"The image depicts a food web in a tundra ecosystem. The labels include:

- parasitic jaeger
- rough-legged hawk
- grizzly bear
- snowy owl
- short-tailed weasel
- Arctic fox
- barren-ground caribou
- earthworm
- brown lemming
- bilberry
- bear sedge
- lichen
- mushroom

Arrows indicate the direction of energy flow between different organisms. For example, arrows point from the brown lemming to the short-tailed weasel, indicating that the short-tailed weasel preys on the brown lemming. Similarly, arrows point from the barren-ground caribou to the grizzly bear, indicating that the grizzly bear preys on the barren-ground caribou. The diagram includes various animals, plants, and fungi, showing their interconnected relationships within the ecosystem."
train_00221,train,"The image shows a beaver standing on ice. The beaver has a brownish-gray fur coat with darker markings around its eyes and ears. Its tail is flat and broad, and it appears to be in a cold environment, possibly near water. There are no visible texts or labels in the image. The beaver is the main subject of the photograph."
train_07701,train,"The image shows a close-up of a frog sitting on a rock near a body of water. The frog has a greenish-brown color with darker spots and stripes. The background includes some grass and water, indicating a natural habitat. There are no visible texts or labels in the image."
train_03093,train,"The image shows a close-up of a red salamander resting on green moss. The salamander has a reddish-brown body with darker spots and a lighter underbelly. Its eyes are prominent, and its limbs are slightly curled. The background consists of more green moss and some blurred forest foliage. There is no visible text or labels in the image."
train_02048,train,"The image shows two pairs of circular magnets labeled ""Pair 1"" and ""Pair 2."" Each pair consists of two identical magnets, each divided into two halves with the labels ""N"" (for North) and ""S"" (for South). The distance between the centers of the magnets in each pair is marked as ""1 in,"" indicating one inch. The magnets are colored blue for the North pole and orange for the South pole. There are no additional labels, axes, or annotations beyond those described."
train_01818,train,"The image shows two pairs of circular magnets labeled ""Pair 1"" and ""Pair 2."" Each pair consists of two circles, one labeled ""S"" (for South) and the other labeled ""N"" (for North). The circles are divided into two equal halves, with the ""S"" half colored green and the ""N"" half colored blue. The distance between the centers of the circles in each pair is marked as 1 cm."
train_12309,train,"The image shows two pairs of circular magnets labeled ""Pair 1"" and ""Pair 2."" Each pair consists of two circles divided into two sections each, with one section labeled ""S"" (for south) and the other labeled ""N"" (for north). The circles are arranged such that the ""S"" section of one circle faces the ""N"" section of the adjacent circle. The distance between the centers of the circles in each pair is marked as 2 inches."
train_11355,train,The image shows three red lollipops with white sticks placed on a blue background. The lollipops are glossy and appear to be made of a hard candy material. There are no visible texts or labels within the image itself.
train_09651,train,"The image depicts a dense tropical forest with various types of palm trees and other lush green vegetation. The scene is rich in biodiversity, showcasing a variety of plant species thriving in a tropical environment."
train_07872,train,The image shows a molecular structure with a central gray sphere connected to four green spheres by black lines. The legend indicates that the gray sphere represents carbon (C) and the green spheres represent chlorine (Cl). There are no visible text labels or annotations within the image itself.
train_06321,train,"The image shows a red-eyed tree frog perched on a green leaf. The frog has bright orange feet with black pads, large red eyes, and a blue and green body. The background consists of a single green leaf. There is no visible text or labels within the image itself."
train_11304,train,"The image shows a red-eyed tree frog perched on a green leaf. The frog has bright orange feet with black pads, large red eyes, and a blue and green body. The background consists of a single green leaf. There is no visible text or labels within the image itself."
train_04589,train,"The image depicts an eagle in mid-flight, with its wings fully extended. The eagle has a white head and tail, with dark brown feathers on its back and wings. Its talons are gripping a fish, which is partially visible beneath the eagle's feet. The background appears to be a snowy landscape, suggesting a cold environment. There are no visible texts or labels within the image itself."
train_12258,train,"The image depicts an eagle in mid-flight, with its wings fully extended. The eagle has a white head and tail, with dark brown feathers on its back and wings. Its talons are gripping a fish, which is partially visible beneath the eagle's feet. The background appears to be a snowy landscape, suggesting a cold environment. There are no visible texts or labels within the image itself."
train_05652,train,"The image depicts a forest scene during autumn. The trees have leaves that are turning shades of orange, yellow, and brown, indicating the fall season. The ground is covered with fallen leaves, and the overall atmosphere suggests a serene, natural setting. There is no visible text or labels within the image itself."
train_06158,train,"The image depicts a forest scene during autumn. The trees have leaves that are turning shades of orange, yellow, and brown, indicating the fall season. The ground is covered with fallen leaves, and the overall atmosphere suggests a serene, natural setting. There is no visible text or labels within the image itself."
train_05255,train,"The image shows a reindeer standing on a rocky, open landscape with sparse vegetation. The background features a flat horizon under a clear sky. There are no visible texts, labels, or annotations within the image itself. The reindeer has a light brown coat with darker markings, and its antlers are partially covered by its fur. The ground is covered with rocks and patches of grass, indicating a tundra-like environment."
train_08218,train,"The image shows two pairs of circular magnets labeled ""Pair 1"" and ""Pair 2."" Each pair consists of two magnets, one with the label ""S"" (south) and the other with the label ""N"" (north). The magnets are arranged such that the south pole of one magnet faces the north pole of the other. The distance between the centers of the magnets in each pair is marked as 5 cm. The colors used for the magnets are blue for the south poles and orange for the north poles."
train_12324,train,"The image shows a sequence of four steps in an ecological food chain. The steps are labeled as follows:

1. Diatom
2. Copepod
3. Blue sprat
4. Reef squid

Each step transitions to the next with an arrow indicating the direction of energy flow. The diatoms are shown at the beginning, followed by copepods, then blue sprats, and finally reef squids."
train_07653,train,"The image shows two pairs of circular magnets labeled ""Pair 1"" and ""Pair 2."" Each pair consists of two circles, each divided into two sections labeled ""S"" (for south) and ""N"" (for north). The circles are arranged side by side with a distance of 2 inches between them. The colors used for the sections are orange for ""S"" and blue for ""N."""
train_11868,train,"The image shows a close-up of a bird lying on a gravel surface. The bird has a dark brown plumage with lighter markings on its head and neck. Its beak is short and pointed, and it appears to be resting or possibly injured. There are no visible texts, labels, or annotations within the image itself. The background consists of small stones and pebbles, suggesting an outdoor setting."
train_00225,train,"The image shows a close-up of a bird with vibrant blue feathers and a striking red eye. The bird's head features a large, elaborate crest that resembles a crown, with a mix of blue and white feathers. The background includes green foliage, which provides a natural setting for the bird. There are no visible texts or labels within the image itself."
train_10378,train,"The image shows a close-up of a bird with vibrant blue feathers and a striking red eye. The bird's head features a large, elaborate crest that resembles a crown, with a mix of blue and white feathers. The background includes green foliage, which provides a natural setting for the bird. There are no visible texts or labels within the image itself."
train_04831,train,"The image shows a molecular structure with three green spheres connected to a central orange sphere by black lines. The legend on the right indicates that the orange sphere represents Boron (B) and the green spheres represent Fluorine (F). There are no other labels, titles, or annotations present in the image."
train_05556,train,The image shows a large snake coiled up on a rock. The snake has a pattern of dark brown and tan scales. The background includes more rocks and a partially visible tree trunk. There are no visible texts or labels in the image. The visual structure consists of a single snake resting on a rock surface with a natural outdoor setting in the background.
train_00872,train,"The image depicts a serene mountain landscape during sunrise or sunset. The sky is painted with hues of orange and pink, casting a warm glow over the scene. In the foreground, there are dense clusters of evergreen trees, their dark green foliage contrasting with the golden light of the setting sun. The middle ground features a grassy slope that transitions into a forested area. In the background, a majestic snow-capped mountain rises prominently, its peak illuminated by the low-angle sunlight. The overall atmosphere is tranquil and picturesque, capturing the beauty of nature at dawn or dusk."
train_01110,train,"The image shows a close-up of a clownfish nestled among the tentacles of an anemone. The fish has a pinkish-orange body with white stripes and spots. The anemone's tentacles are visible around the fish, providing a protective environment. There are no visible texts or labels within the image itself."
train_04546,train,"The image shows a fish with a speckled pattern, swimming near a coral reef. The background includes various types of coral and rocks, indicating an underwater environment. There are no visible texts or labels within the image itself. The visual structure consists of a single fish and its surroundings, with the fish being the main subject against the backdrop of the coral reef."
train_12592,train,"The image shows a frog sitting on grass. The frog has a light brown color with darker spots and stripes. The grass around the frog is green and appears to be dry. There are no visible labels, text, or annotations in the image. The visual structure includes the frog as the main subject and the grass as the background."
